budget,population,poolsize,approx_welfare,approx_error,approx_time,greedy_welfare,greedy_error,greedy_time,diff,ratio
10,8,5,1221.3155746544116,2.930098528255485,23641 milliseconds,1220.3976150842298,0.0,57 milliseconds,0.9179595701818926,1.000752180730965
2,9,5,346.8212868863649,0.5593734261589134,202 milliseconds,346.66223521938457,0.0,11 milliseconds,0.1590516669803037,1.000458808750482
4,9,5,633.936448181716,1.1187468523178268,421 milliseconds,633.9298282212343,0.0,22 milliseconds,0.006619960481657472,1.0000104427338594
6,9,5,864.5171229908939,1.6781202784767402,1819 milliseconds,864.4204179816312,0.0,33 milliseconds,0.09670500926267778,1.000111872657391
8,9,5,1057.1478898523155,2.2374937046356536,19519 milliseconds,1056.6841598412075,0.0,36 milliseconds,0.4637300111080549,1.0004388539439995
10,9,5,1202.6408649322723,2.796867130794567,60632 milliseconds,1202.2894606888055,0.0,52 milliseconds,0.3514042434667317,1.0002922792347073
2,10,5,377.74428288581333,0.5281545247204917,165 milliseconds,377.3454744200525,0.0,9 milliseconds,0.39880846576085105,1.0010568788889644
4,10,5,678.3759822290993,1.0563090494409835,445 milliseconds,678.096663929578,0.0,19 milliseconds,0.2793182995213783,1.0004119151654614
6,10,5,923.9992165549793,1.5844635741614752,4308 milliseconds,923.6377477719334,0.0,28 milliseconds,0.36146878304589336,1.000391353410921
8,10,5,1122.2901115939844,2.112618098881967,22807 milliseconds,1121.6229013174905,0.0,33 milliseconds,0.6672102764939609,1.000594861495526
10,10,5,1296.4238129802623,2.6407726236024587,41307 milliseconds,1295.822644495744,0.0,40 milliseconds,0.6011684845182117,1.0004639280591923
2,11,5,351.5914512268395,0.5843396627560935,184 milliseconds,351.5549239957725,0.0,12 milliseconds,0.036527231066997956,1.0001039019185163
4,11,5,607.3277143515429,1.168679325512187,468 milliseconds,607.1012967667151,0.0,19 milliseconds,0.22641758482780006,1.0003729486101145
6,11,5,819.7553342412623,1.7530189882682805,2590 milliseconds,819.7269212061618,0.0,32 milliseconds,0.02841303510047055,1.000034661585908
8,11,5,999.8473623009452,2.337358651024374,16061 milliseconds,999.7856756381366,0.0,36 milliseconds,0.06168666280859725,1.0000616998865974
10,11,5,1146.172550276384,2.9216983137804675,37427 milliseconds,1146.1682610306798,0.0,51 milliseconds,0.004289245704285349,1.0000037422478445
2,12,5,367.9647236653599,0.6112554293584935,148 milliseconds,367.96472366535977,0.0,12 milliseconds,1.1368683772161603e-13,1.0000000000000002
4,12,5,649.3788474015557,1.222510858716987,706 milliseconds,649.3788474015556,0.0,22 milliseconds,1.1368683772161603e-13,1.0000000000000002
6,12,5,891.1519269469457,1.8337662880754806,1771 milliseconds,890.7308314673628,0.0,37 milliseconds,0.42109547958284566,1.0004727527831154
8,12,5,1092.4406963024799,2.445021717433974,3761 milliseconds,1091.6571758467815,0.0,57 milliseconds,0.7835204556984081,1.00071773490161
10,12,5,1266.3356208897683,3.0562771467924676,40838 milliseconds,1265.6705014223219,0.0,57 milliseconds,0.6651194674464023,1.000525507599884
2,13,5,344.19492425453194,0.5364820875280429,159 milliseconds,344.1706648408634,0.0,9 milliseconds,0.024259413668517027,1.000070486581649
4,13,5,632.6066080692756,1.0729641750560859,436 milliseconds,632.5089970087063,0.0,18 milliseconds,0.09761106056930657,1.0001543235922823
6,13,5,871.8573419954787,1.6094462625841288,2032 milliseconds,871.0472135426566,0.0,27 milliseconds,0.8101284528221413,1.00093006261914
8,13,5,1065.5042317660384,2.1459283501121718,8855 milliseconds,1063.64937392551,0.0,36 milliseconds,1.8548578405284388,1.0017438621090735
10,13,5,1225.6149678675483,2.6824104376402147,100833 milliseconds,1223.9258253539285,0.0,44 milliseconds,1.6891425136197995,1.0013801020279405
2,14,5,356.00295278121445,0.5347559159781667,148 milliseconds,355.6621090113864,0.0,14 milliseconds,0.3408437698280409,1.0009583359070087
4,14,5,661.4369308919934,1.0695118319563335,488 milliseconds,661.1403598877879,0.0,41 milliseconds,0.2965710042054752,1.0004485749504928
6,14,5,942.969463524411,1.6042677479345002,1267 milliseconds,942.5670759309471,0.0,55 milliseconds,0.4023875934639136,1.0004269060565971
8,14,5,1194.7782662938687,2.139023663912667,3013 milliseconds,1194.3357122563284,0.0,65 milliseconds,0.4425540375402761,1.0003705440882313
10,14,5,1395.058963266465,2.6737795798908337,27748 milliseconds,1394.7173166822213,0.0,71 milliseconds,0.34164658424379013,1.0002449575839902
2,15,5,377.4634841497288,0.5638205529386937,155 milliseconds,377.46348414972886,0.0,12 milliseconds,-5.684341886080802e-14,0.9999999999999999
4,15,5,695.2368977184018,1.1276411058773874,499 milliseconds,695.2756326458739,0.0,20 milliseconds,-0.03873492747209184,0.999944288386284
6,15,5,959.2517156506913,1.6914616588160811,1606 milliseconds,959.1678335654697,0.0,31 milliseconds,0.08388208522160312,1.00008745297985
8,15,5,1186.419173990696,2.255282211754775,15218 milliseconds,1186.4176643076235,0.0,36 milliseconds,0.0015096830725269683,1.0000012724718434
10,15,5,1369.451557046436,2.8191027646934685,13566 milliseconds,1369.3321296579857,0.0,50 milliseconds,0.11942738845027634,1.000087215793644
2,16,5,384.87597699933883,0.5548933829662133,186 milliseconds,384.8760055884103,0.0,10 milliseconds,-2.8589071462192805e-5,0.9999999257187483
4,16,5,698.853191374975,1.1097867659324265,510 milliseconds,697.155920331925,0.0,20 milliseconds,1.6972710430500229,1.0024345644834256
6,16,5,976.7103844348926,1.6646801488986398,990 milliseconds,975.176463332898,0.0,27 milliseconds,1.533921101994565,1.0015729677239666
8,16,5,1219.5933879026763,2.219573531864853,4369 milliseconds,1218.2706691449127,0.0,40 milliseconds,1.322718757763596,1.0010857347150055
10,16,5,1412.3518093392802,2.7744669148310663,33378 milliseconds,1410.9093905044745,0.0,43 milliseconds,1.4424188348057214,1.0010223327199559
2,17,5,349.1247505986998,0.5474744216127192,143 milliseconds,349.12475059869973,0.0,11 milliseconds,5.684341886080802e-14,1.0000000000000002
4,17,5,646.670632649744,1.0949488432254384,425 milliseconds,646.0535441281355,0.0,19 milliseconds,0.6170885216084798,1.0009551662199163
6,17,5,897.8622286455417,1.6424232648381576,2014 milliseconds,897.4133393505437,0.0,29 milliseconds,0.44888929499802543,1.0005002035019035
8,17,5,1110.4726138227015,2.189897686450877,15126 milliseconds,1110.1679917571107,0.0,40 milliseconds,0.30462206559082006,1.0002743927656468
10,17,5,1292.2456761188812,2.737372108063596,110760 milliseconds,1291.7561761544282,0.0,50 milliseconds,0.48949996445298893,1.0003789414546562
2,18,5,364.5196667483197,0.5451765583880501,181 milliseconds,364.4899778755863,0.0,11 milliseconds,0.02968887273340215,1.0000814531936006
4,18,5,620.0256174604297,1.0903531167761003,965 milliseconds,619.9959285876962,0.0,24 milliseconds,0.029688872733458993,1.0000478855930572
6,18,5,823.4678542885315,1.6355296751641504,3636 milliseconds,823.4595216859544,0.0,32 milliseconds,0.008332602577070247,1.000010119019038
8,18,5,995.468257306273,2.1807062335522005,18741 milliseconds,995.4406426412378,0.0,40 milliseconds,0.027614665035230246,1.0000277411468372
10,18,5,1151.1733656948782,2.7258827919402506,57434 milliseconds,1151.0847662734552,0.0,53 milliseconds,0.0885994214229413,1.0000769703709222
2,19,5,339.7518518641134,0.5130874649181862,193 milliseconds,339.7331340353496,0.0,11 milliseconds,0.018717828763783473,1.0000550956821357
4,19,5,612.3594565687227,1.0261749298363725,558 milliseconds,612.2089796503833,0.0,20 milliseconds,0.1504769183394501,1.0002457933864763
6,19,5,848.082334649437,1.5392623947545587,1413 milliseconds,847.8537096364219,0.0,34 milliseconds,0.22862501301517568,1.0002696514863552
8,19,5,1036.5652031791028,2.052349859672745,13852 milliseconds,1036.2862340384004,0.0,39 milliseconds,0.2789691407024293,1.000269200855458
10,19,5,1189.5657960206483,2.565437324590931,48596 milliseconds,1189.312970553566,0.0,46 milliseconds,0.2528254670824026,1.000212581106355
2,20,5,366.9768837988046,0.5328147223205519,139 milliseconds,367.0421881884459,0.0,9 milliseconds,-0.06530438964131235,0.9998220793365372
4,20,5,674.8799740838333,1.0656294446411039,387 milliseconds,674.951651210203,0.0,20 milliseconds,-0.07167712636965007,0.999893804058052
6,20,5,957.2886484247555,1.5984441669616558,1336 milliseconds,957.0486530345815,0.0,36 milliseconds,0.2399953901739309,1.0002507661333757
8,20,5,1217.4306354552439,2.1312588892822077,2375 milliseconds,1217.3026168779884,0.0,43 milliseconds,0.1280185772554887,1.0001051657784026
10,20,5,1434.4866732746182,2.6640736116027597,38227 milliseconds,1434.276411823939,0.0,49 milliseconds,0.21026145067912694,1.0001465975797592
